company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,plan_name,financial_year,plan_status,metric_name,weight_percentage,threshold_value,threshold_payout_percentage,target_value,target_payout_percentage,stretch_value,stretch_payout_percentage,maximum_value,maximum_payout_percentage,actual_performance,actual_payout_percentage,total_bonus_payout,assessment_summary,additional_conditions,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Innovation,5.0,Not disclosed,0.0,Not disclosed,50.0,,,Not disclosed,100.0,Based on additional profits from advanced analytics tools and innovation roadmap (Cuprochlor-T® and tailings innovation),80.9,72.0,,Split between Cuprochlor-T® (feasibility test and third-party implementation) and tailings innovation (feasibility studies and dry stacking). Represents 7.1% of Group Performance,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Growth,20.0,Not disclosed,0.0,Not disclosed,50.0,,,Not disclosed,100.0,"Multiple project milestones including Los Pelambres projects, Centinela Second Concentrator, and other development initiatives",83.2,72.0,,Assessed across multiple projects with varying achievement levels. Represents 28.6% of Group Performance,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=144"",""p.144 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Exploration,5.0,Not disclosed,0.0,Not disclosed,50.0,,,Not disclosed,100.0,"Review of exploration offerings, generative exploration, and drilling campaign permits",71.2,72.0,,Multiple targets met but maximum not fully achieved. Represents 7.1% of Group Performance,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Safety (Accidents and High-Potential Incidents),2.5,90%,0.0,100%,50.0,,,110%,100.0,110%,100.0,72.0,,"High-Potential Incidents Index of 0.06 achieved (target 0.1, maximum 0.09). Represents 3.6% of Group Performance",antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Health (Management of Occupational Diseases),2.5,90%,0.0,100%,50.0,,,110%,100.0,110%,100.0,72.0,,Decrease in similar exposure group (SEG) of 2 or more achieved. Represents 3.6% of Group Performance,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Diversity and Inclusion,5.0,90%,0.0,100%,50.0,,,110%,100.0,103%,66.7,72.0,,"Female employees 27% (target 27.1%, max 28.1%), disabled employees 2.02% (target 2%, max 2.2%), women in executive roles 25.7% (target 21%, max 22.5%). Discretion applied to change determination date to end of financial year due to law changes in August 2024. Represents 7.1% of Group Performance. Actual payout 3.3% of total bonus",antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Environmental Performance - Compliance Plan,4.0,90%,0.0,100%,50.0,,,110%,100.0,110%,100.0,72.0,,100% implementation of regulatory requirements action plan. Represents 5.7% of Group Performance,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Environmental Performance - Decarbonisation Plan,6.0,90%,0.0,100%,50.0,,,110%,100.0,110%,100.0,72.0,,"Split between Energy Efficiency (40%) and Electrification Prefeasibility (60%). ISO 50.001 certification maintained, energy efficiency projects implemented. Represents 8.6% of Group Performance",antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Social Performance,5.0,90%,0.0,100%,50.0,,,110%,100.0,110%,100.0,72.0,,"99.4% of physical milestones met, savings over 3%, Territorial Human Well-being Matrix implemented. Represents 7.1% of Group Performance",antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=151"",""p.151 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2024,completed,Individual Objectives,30.0,,,,,,,,,All objectives exceeded,100.0,72.0,"Assessment Areas: 1) Board Communication - Kept Board well-informed with clear, open, timely communication; demonstrated responsiveness to feedback. 2) Leadership and Culture - Demonstrated strong leadership in values and behaviours; visible leader serving as authentic example. 3) Strategy Implementation - Strengthened and grew the Group through organic growth plan; progressed significant investments in projects. 4) Core Business Focus - Effectively managed projects and operational challenges; maintained strong safety performance; handled unforeseen events. 5) Talent Development - Continued improvements in succession planning; restructured Executive Committee with internal promotions and external talent. 6) Stakeholder Relations - Improved relationships with communities, local authorities, and government; enhanced Group visibility and reputation in Chile and internationally.",,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=146"",""p.146 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan (2025 Annual Bonus),2025,prospective,"EBITDA, Copper Production, Cash Costs and Innovation",35.0,Not disclosed,0.0,Not disclosed,,,,Not disclosed,,,,,,Represents 50% of Mining Division performance. Pillar of Strategy: Competitiveness. Part of Core Business category,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=145"",""p.145 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan (2025 Annual Bonus),2025,prospective,Growth and Exploration,21.0,Not disclosed,0.0,Not disclosed,,,,Not disclosed,,,,,,Represents 30% of Mining Division performance. Pillar of Strategy: Growth. Part of Business Development category,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=145"",""p.145 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan (2025 Annual Bonus),2025,prospective,"Safety and Health, People, Environment and Social",14.0,Not disclosed,0.0,Not disclosed,,,,Not disclosed,,,,,,Represents 20% of Mining Division performance. Pillar of Strategy: Safety and Sustainability. Part of Sustainability and Organisational Capabilities category,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=145"",""p.145 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan (2025 Annual Bonus),2025,prospective,Individual Objectives,30.0,Not disclosed,0.0,Not disclosed,,,,Not disclosed,,,,,"Individual objectives aligned with the company's vision across strategic pillars including: Talent, Culture, Core business, Growth, Competitiveness, Safety & Sustainability, and Innovation",,antofagasta_ar_2024,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=145"",""p.145 of AR"")",2.0,
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Group Performance - Core business,50.0,,,,,,,,,51.4%,51.4,84.3,,Weight represents 50% of Group performance component (Group performance overall weighted at 70% of total bonus); contributes 25.7% to overall Group bonus.,antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=153"",""p.153 of AR"")",3.0,180.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,EBITDA – Mining Division ($m),15.0,"4,295",,"4,722",50.0,,,"5,250",100.0,"5,132",87.5,84.3,,"EBITDA target adjusted for FX, inflation, copper price and one-off labour bonuses. Contributes 13.1% to overall Group bonus.",antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=153"",""p.153 of AR"")",3.0,180.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Copper production (kt),20.0,639.5,,659.9–680.3,,,,690.5,,653.7,35.0,84.3,,Includes 50% of Zaldívar. Contributes 7.0% to overall Group bonus.,antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=153"",""p.153 of AR"")",3.0,180.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Cash costs before by-product credit (c/lb),10.0,242.6,,228.9,,,,215.1,,237.6,18.5,84.3,,Contributes 1.9% to overall Group bonus.,antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=153"",""p.153 of AR"")",3.0,180.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Innovation – Cuprochlor-T,2.5,,,,,,,,,,48.0,84.3,"Required advancing development per timetable (technical tests, conceptual engineering).",Contributes 1.2% to overall Group bonus.,antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=153"",""p.153 of AR"")",3.0,180.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Innovation – Tailings,2.5,,,,,,,,,,100.0,84.3,Water recovery (50%) and tailings recovery (50%) sub-targets; both achieved maximum (pilot studies executed).,Contributes 2.5% to overall Group bonus.,antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=153"",""p.153 of AR"")",3.0,180.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Total Group Performance Outcome,70.0,,,,,,,,,Pre-adjustment: 67.4%; Post-adjustment: 77.5% (54.3% of overall bonus reflecting 70% weighting),77.5,84.3,,"Safety adjustment modifier of +/-15% applied based on fatalities (upward if zero fatalities, downward if any); 2025 had 0 fatalities, applying +10.1% adjustment. Total CEO Bonus Payout: 84.3% of maximum (equivalent to $2,374k cash bonus).",antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=155"",""p.155 of AR"")",3.0,187.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2025,completed,Personal/Individual Performance,30.0,,,,,,,,,,100.0,84.3,"Qualitative assessment across strategic areas: Board engagement/communication, values-based leadership and culture, strategic execution/long-term growth, core business focus and safety culture, talent development/succession planning, and stakeholder/community/reputation management. All objectives were assessed as exceeded.",Contribution: 30.0% of overall bonus.,antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=155"",""p.155 of AR"")",3.0,189.0
Antofagasta Plc,ANTO LN Equity,Materials,Materials,Metals & Mining,Copper,37561.1,Annual Bonus Plan,2026,prospective,Group Performance (overall),70.0,,,,,,,,,,,,,"Maximum opportunity: 200% of salary. Structured as Core business (60% of Group performance), Business development (30%), and Sustainability and organisational capabilities (10%). Safety-related fatality adjustment mechanism expected to continue as per policy, subject to annual Committee review. Numeric thresholds/targets/maximum to be disclosed in the 2026 Annual Report due to commercial sensitivity.",antofagasta_ar_2025,https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf,"=HYPERLINK(""https://www.antofagasta.co.uk/media/4905/49913-antofagasta-ar25-web-ready.pdf#page=164"",""p.164 of AR"")",3.0,287.0
